Time	L.ASISX	L.ASISY	L.ASISZ	L.Heel.BottomX	L.Heel.BottomY	L.Heel.BottomZ	L.Heel.LateralX	L.Heel.LateralY	L.Heel.LateralZ	L.Heel.TopX	L.Heel.TopY	L.Heel.TopZ	L.Iliac.CrestX	L.Iliac.CrestY	L.Iliac.CrestZ	L.MT1X	L.MT1Y	L.MT1Z	L.MT5X	L.MT5Y	L.MT5Z	L.PSISX	L.PSISY	L.PSISZ	L.Shank.Bottom.LateralX	L.Shank.Bottom.LateralY	L.Shank.Bottom.LateralZ	L.Shank.Bottom.MedialX	L.Shank.Bottom.MedialY	L.Shank.Bottom.MedialZ	L.Shank.Top.LateralX	L.Shank.Top.LateralY	L.Shank.Top.LateralZ	L.Shank.Top.MedialX	L.Shank.Top.MedialY	L.Shank.Top.MedialZ	L.Thigh.Bottom.LateralX	L.Thigh.Bottom.LateralY	L.Thigh.Bottom.LateralZ	L.Thigh.Bottom.MedialX	L.Thigh.Bottom.MedialY	L.Thigh.Bottom.MedialZ	L.Thigh.Top.LateralX	L.Thigh.Top.LateralY	L.Thigh.Top.LateralZ	L.Thigh.Top.MedialX	L.Thigh.Top.MedialY	L.Thigh.Top.MedialZ	R.ASISX	R.ASISY	R.ASISZ	R.Heel.BottomX	R.Heel.BottomY	R.Heel.BottomZ	R.Heel.LateralX	R.Heel.LateralY	R.Heel.LateralZ	R.Heel.TopX	R.Heel.TopY	R.Heel.TopZ	R.Iliac.CrestX	R.Iliac.CrestY	R.Iliac.CrestZ	R.MT1X	R.MT1Y	R.MT1Z	R.MT5X	R.MT5Y	R.MT5Z	R.PSISX	R.PSISY	R.PSISZ	R.Shank.Bottom.LateralX	R.Shank.Bottom.LateralY	R.Shank.Bottom.LateralZ	R.Shank.Bottom.MedialX	R.Shank.Bottom.MedialY	R.Shank.Bottom.MedialZ	R.Shank.Top.LateralX	R.Shank.Top.LateralY	R.Shank.Top.LateralZ	R.Shank.Top.MedialX	R.Shank.Top.MedialY	R.Shank.Top.MedialZ	R.Thigh.Bottom.LateralX	R.Thigh.Bottom.LateralY	R.Thigh.Bottom.LateralZ	R.Thigh.Bottom.MedialX	R.Thigh.Bottom.MedialY	R.Thigh.Bottom.MedialZ	R.Thigh.Top.LateralX	R.Thigh.Top.LateralY	R.Thigh.Top.LateralZ	R.Thigh.Top.MedialX	R.Thigh.Top.MedialY	R.Thigh.Top.MedialZ
11.409	2435.862	1056.579	934.602	1739.673	339.336	1015.178	1755.136	314.536	972.501	1786.368	346.143	1007.195	2392.456	1136.443	910.158	1834.629	138.497	1050.784	1795.565	156.887	951.42	2272.56	1119.868	1010.295	1881.547	348.436	944.831	1853.219	375.473	978.443	1931.019	410.753	930.602	1905.262	441.031	966.463	2186.817	705.738	907.671	2146.104	729.88	963.862	2215.048	810.934	888.214	2182.467	832.511	944.574	2430.797	1059.372	1137.833	2453.552	80.727	1075.705	2486.409	87.629	1119.839	2467.448	127.32	1082.838	2374.291	1134.005	1178.345	2657.294	68.911	1130.745	2674.463	94.544	1028.133	2274.761	1114.02	1086.067	2533.425	226.054	1136.261	2487.514	230.369	1106.769	2527.488	305.16	1154.703	2482.996	309.653	1123.53	2501.933	661.839	1176.312	2447.759	634.49	1134.497	2441.451	752.416	1193.282	2389.565	725.832	1154.399
11.416	2436.249	1057.261	934.466	1732.143	353.428	1009.942	1748.616	327.555	967.92	1779.175	358.397	1004.094	2392.505	1137.364	910.403	1822.058	151.802	1052.673	1786.523	168.83	951.68	2272.319	1119.241	1010.349	1877.352	357.344	943.567	1849.471	386.27	976.028	1929.678	417.614	929.26	1904.363	449.624	963.628	2191.529	703.095	906.441	2150.58	726.96	962.466	2218.536	808.558	886.502	2185.43	829.95	942.693	2430.699	1058.65	1137.496	2469.123	73.309	1076.778	2503.058	81.042	1119.408	2481.151	120.448	1083.941	2374.404	1132.921	1178.286	2673.997	69.975	1127.906	2687.827	96.885	1023.238	2274.585	1112.994	1086.128	2543.575	221.88	1135.855	2497.089	224.443	1106.612	2534.036	300.465	1154.599	2489.468	302.947	1123.467	2497.205	657.804	1177.487	2443.693	632.119	1133.905	2437.389	748.87	1194.961	2385.814	724.245	1154.159
11.423	2436.896	1057.672	933.867	1725.888	368.107	1004.188	1743.29	341.082	963.338	1773.248	372.039	999.773	2392.806	1137.732	910.868	1810.208	165.75	1054.62	1778.636	181.358	951.671	2271.827	1117.938	1010.206	1874.055	366.446	942.117	1847.101	397.317	973.485	1929.198	424.185	927.692	1904.784	457.909	961.042	2196.769	699.306	905.247	2155.559	722.784	961.184	2222.249	805.007	884.935	2188.598	826.38	941.021	2430.475	1057.802	1137.005	2481.385	67.831	1078.439	2516.329	76.532	1120.034	2492.239	115.148	1085.098	2374.53	1131.697	1178.124	2687.605	70.657	1124.036	2697.21	98.128	1018.493	2273.872	1111.762	1085.964	2551.211	218.628	1135.028	2504.786	219.697	1105.692	2539.084	296.919	1153.874	2494.593	297.761	1122.483	2492.921	654.014	1178.143	2440.058	629.584	1132.894	2432.989	745.351	1196.4	2383.099	722.226	1153.324
11.429	2436.54	1056.879	934.139	1721.395	383.352	998.461	1739.331	355.054	958.687	1768.994	386.152	995.21	2392.128	1137.201	910.955	1799.786	180.231	1055.982	1771.321	194.116	951.899	2271.202	1115.965	1009.943	1871.859	375.868	940.598	1845.943	408.233	971.143	1929.7	430.705	926.172	1906.542	466.015	958.674	2201.829	694.306	903.184	2160.819	717.343	960.141	2226.109	800.667	883.747	2191.985	821.454	939.678	2430.1	1056.714	1136.72	2490.22	63.47	1079.351	2526.077	73.174	1120.054	2500.319	111.092	1085.525	2374.596	1130.332	1177.839	2697.409	70.451	1119.897	2704.856	98.182	1014.413	2273.159	1109.9	1085.575	2556.473	215.66	1133.964	2510.16	215.629	1104.373	2542.181	293.683	1152.732	2497.977	293.503	1120.849	2489.445	650.57	1177.943	2436.714	627.039	1131.974	2430.136	742.299	1196.514	2380.389	720.079	1152.54
11.436	2436.469	1055.684	933.908	1719.102	398.953	993.196	1736.843	369.536	954.487	1766.815	400.395	990.765	2391.111	1135.918	910.742	1790.13	195.299	1057.087	1764.238	207.105	952.094	2270.42	1113.371	1009.431	1871.153	384.817	938.987	1846.492	419.096	969.154	1931.319	437.293	924.577	1909.816	473.894	956.694	2207.927	688.747	902.52	2166.561	710.861	959.568	2230.039	795.548	883.055	2195.42	815.531	939.052	2429.399	1055.013	1135.846	2495.896	59.591	1078.781	2531.988	70.144	1119.01	2505.466	107.527	1084.567	2374.619	1128.582	1177.812	2703.314	69.518	1116.875	2708.746	97.008	1011.366	2272.401	1107.612	1085.061	2559.565	212.747	1132.592	2513.384	211.864	1102.608	2543.861	290.428	1151.355	2499.82	289.455	1119.184	2486.602	647.6	1177.167	2433.675	624.55	1131.241	2427.838	739.641	1195.997	2377.953	717.88	1151.893
11.443	2436.569	1054.085	933.198	1719.362	415.164	988.645	1736.264	383.914	950.977	1767.146	414.892	986.442	2389.911	1133.786	910.269	1782.459	210.363	1057.101	1757.485	220.87	951.752	2269.57	1110.244	1008.597	1871.585	394.665	936.706	1848.724	429.805	967.288	1934.535	443.653	922.748	1914.849	481.214	954.999	2214.995	682.43	902.115	2172.814	703.16	959.287	2234.104	789.529	882.805	2199.18	808.629	939.063	2428.621	1053.289	1135.429	2498.173	56.238	1076.06	2534.171	66.82	1116.372	2507.438	104.339	1082.445	2374.807	1126.456	1177.69	2705.429	67.164	1114.644	2710.756	95.339	1009.138	2271.382	1104.753	1084.468	2560.777	209.537	1130.89	2514.485	208.38	1101.032	2544.377	287.115	1149.838	2500.112	285.704	1117.924	2484.152	644.897	1176.233	2431.044	622.026	1130.396	2426.059	737.407	1194.818	2375.799	715.729	1151.162
11.449	2435.896	1051.602	933.039	1722.471	431.952	984.593	1737.675	399.101	947.89	1770.187	429.304	982.697	2388.43	1130.758	909.542	1776.409	225.259	1056.238	1751.214	235.412	950.703	2268.434	1106.623	1007.662	1873.884	404.095	934.187	1852.795	440.028	964.841	1939.498	449.617	920.891	1921.538	488.067	953.341	2221.699	675.361	901.746	2179.539	694.627	959.267	2238.316	783.022	883.12	2203.237	800.803	939.669	2428.457	1051.052	1135.688	2497.182	53.534	1071.839	2532.728	63.263	1113.041	2506.46	101.244	1079.439	2371.857	1124.282	1177.058	2704.044	63.291	1112.948	2711.2	92.572	1008.009	2270.045	1101.395	1083.458	2560.219	206.199	1128.775	2513.636	204.791	1099.465	2543.655	283.604	1148.098	2499.16	282.158	1116.698	2482.137	642.365	1175.059	2429.516	619.116	1129.053	2424.598	735.357	1192.739	2374.002	713.441	1150.178
11.456	2434.737	1048.407	933.291	1728.592	448.547	981.979	1741.259	414.686	945.255	1775.996	443.464	979.268	2386.879	1126.967	908.686	1771.421	239.965	1054.896	1745.638	250.37	949.407	2267.213	1102.388	1006.462	1878.027	412.853	931.575	1858.702	449.613	962.293	1945.856	455.006	918.742	1929.813	494.227	951.506	2228.74	667.679	901.452	2186.806	685.422	959.753	2242.656	775.875	883.707	2207.477	792.292	940.633	2426.012	1048.856	1135.83	2493.191	50.892	1067.552	2528.198	59.439	1109.275	2502.733	98.208	1076.005	2369.923	1121.168	1176.802	2699.445	58.178	1111.389	2708.028	88.658	1006.783	2268.475	1097.547	1082.237	2557.536	202.558	1126.705	2510.814	201.41	1097.715	2541.435	280.025	1146.362	2496.755	278.725	1115.188	2480.614	639.706	1173.692	2427.52	616.808	1128.116	2423.562	733.139	1190.964	2372.565	710.911	1149.132
11.463	2433.805	1044.883	933.21	1737.593	464.98	980.049	1747.136	430.501	943.146	1783.893	456.004	978.171	2385.094	1122.566	907.636	1768.705	253.826	1051.971	1740.905	266.214	947.333	2265.817	1097.549	1005.043	1884.031	420.689	929.105	1866.302	458.48	959.564	1953.658	459.906	916.475	1939.505	499.502	949.561	2236.106	659.604	901.28	2194.506	675.557	960.25	2247.137	768.214	884.507	2211.986	783.129	941.902	2424.54	1046.214	1136.363	2486.442	48.177	1063.616	2521.095	55.869	1106.089	2496.721	95.419	1072.535	2367.527	1117.688	1176.373	2692.325	52.014	1109.714	2702.174	83.3	1005.4	2266.633	1093.35	1080.951	2552.566	198.63	1124.84	2506.028	198.093	1095.585	2537.448	276.166	1144.46	2492.848	275.541	1113.194	2479.649	636.958	1172.212	2426.369	613.892	1126.745	2422.725	730.569	1189.254	2371.417	707.971	1147.951
11.469	2433.091	1040.92	932.806	1749.673	480.957	979.377	1755.856	445.266	942.185	1794.964	468.877	976.142	2383.252	1117.611	906.549	1766.846	267.233	1048.583	1737.777	282.474	944.785	2264.226	1092.15	1003.615	1891.311	428.02	926.119	1875.141	466.529	956.903	1962.841	463.808	914.24	1950.506	503.962	947.36	2243.369	651.009	901.022	2202.658	665.494	960.967	2251.694	760.091	885.261	2216.793	773.723	942.965	2423.231	1043.188	1137.513	2477.192	45.593	1060.923	2511.861	52.359	1103.347	2488.405	92.559	1069.803	2364.724	1113.303	1175.919	2682.826	45.265	1108.241	2693.727	76.661	1003.7	2264.675	1088.281	1079.386	2545.899	194.235	1122.938	2499.558	194.698	1093.314	2531.948	271.959	1142.519	2487.629	272.368	1110.891	2479.186	633.935	1170.429	2425.625	610.664	1125.418	2422.03	727.478	1187.576	2370.551	704.515	1146.721
11.476	2432.01	1036.364	932.859	1764.107	495.693	978.626	1766.9	459.954	940.985	1808.476	480.229	974.94	2381.299	1112.201	905.689	1765.936	280.023	1044.613	1736.424	299.07	941.636	2262.744	1086.063	1001.965	1900.199	434.199	923.257	1885.599	473.479	954.097	1973.062	467.021	911.996	1962.65	507.355	945.128	2251.286	642.476	900.902	2211.206	655.241	961.678	2256.354	751.66	886.019	2221.681	764.02	944.077	2421.655	1039.439	1138.494	2464.109	45.131	1057.182	2498.303	50.864	1100.801	2477.002	91.854	1066.737	2362.664	1109.003	1175.737	2669.248	43.996	1107.071	2682.228	67.821	1000.464	2262.851	1082.736	1077.884	2537.922	189.635	1121.299	2491.829	191.009	1091.248	2525.395	267.548	1140.939	2481.449	269.06	1108.843	2479.125	630.248	1168.245	2425.162	606.713	1123.893	2421.526	723.751	1185.896	2369.838	700.456	1145.476
11.483	2430.915	1031.417	932.835	1780.793	508.781	978.082	1780.855	473.254	939.767	1824.021	490.272	973.795	2379.276	1106.515	904.75	1766.251	292.141	1040.187	1737.183	315.681	937.79	2261.182	1079.573	1000.416	1910.766	439.604	920.997	1897.231	479.145	951.896	1984.586	468.95	910.201	1975.691	510.0	942.866	2259.453	633.939	900.734	2220.011	645.144	962.149	2261.238	743.22	886.394	2226.793	754.323	944.762	2421.265	1034.974	1139.991	2446.099	48.809	1055.875	2480.438	53.533	1098.739	2461.674	94.96	1063.602	2359.865	1103.957	1175.536	2650.594	43.328	1105.713	2663.881	60.21	996.234	2260.878	1076.661	1076.451	2528.524	184.451	1119.305	2482.185	187.251	1089.694	2518.023	262.571	1139.5	2474.107	265.583	1107.576	2479.103	625.87	1166.064	2424.581	602.043	1122.678	2421.998	719.229	1183.816	2369.008	695.576	1144.488
11.489	2429.257	1026.031	933.427	1799.309	520.158	977.44	1796.592	485.379	938.806	1841.151	498.709	972.954	2377.486	1101.307	904.107	1768.162	303.511	1035.472	1741.44	331.224	933.742	2259.545	1072.614	999.342	1921.388	443.719	918.81	1909.692	484.187	949.78	1996.728	470.308	907.925	1989.508	511.693	940.774	2268.0	625.277	901.0	2228.934	635.136	962.48	2266.225	734.631	886.437	2232.618	744.425	945.674	2419.354	1030.074	1141.2	2424.586	46.04	1057.362	2459.972	52.733	1099.241	2440.271	92.389	1062.903	2357.274	1098.347	1175.522	2631.037	44.146	1103.163	2643.039	56.892	992.524	2259.02	1070.137	1075.401	2515.26	179.151	1115.999	2468.107	184.764	1088.029	2509.557	257.512	1137.556	2464.636	263.327	1107.124	2478.391	620.849	1164.569	2423.873	596.768	1121.242	2420.826	713.648	1182.715	2367.947	689.833	1143.339
11.496	2428.317	1020.619	932.827	1818.705	529.062	976.817	1814.127	495.448	937.242	1859.226	505.011	969.789	2375.562	1095.1	903.335	1771.462	314.715	1030.913	1748.405	345.701	929.088	2257.795	1065.518	998.611	1933.482	447.503	917.35	1923.488	488.192	948.061	2010.038	470.771	906.44	2003.971	512.928	938.929	2276.523	616.823	900.542	2237.836	625.385	962.49	2271.451	726.188	886.307	2238.305	734.815	945.822	2417.2	1024.642	1142.791	2399.974	38.401	1055.575	2435.073	48.757	1096.946	2413.541	85.751	1058.667	2354.919	1092.268	1175.331	2606.789	45.141	1101.504	2617.842	56.056	991.13	2256.91	1063.488	1074.53	2496.497	175.584	1111.919	2448.218	184.363	1087.081	2497.16	253.822	1134.633	2450.896	262.895	1107.118	2477.052	615.39	1163.893	2423.022	591.674	1119.835	2417.906	707.853	1182.892	2366.434	684.265	1142.232
11.503	2426.459	1014.9	933.55	1837.72	536.798	975.898	1831.578	504.135	935.066	1877.086	510.932	968.814	2373.808	1088.568	902.638	1778.211	323.82	1026.086	1758.48	358.155	924.246	2255.816	1058.25	998.21	1946.192	450.967	915.845	1937.876	492.074	946.624	2023.358	471.817	904.637	2019.183	514.024	937.559	2285.603	609.35	900.528	2246.431	616.331	961.975	2277.327	718.464	886.134	2243.705	725.701	945.689	2415.525	1019.17	1143.373	2376.582	35.735	1053.949	2411.173	48.242	1094.866	2389.781	83.314	1055.305	2352.92	1085.971	1175.293	2583.083	45.176	1100.563	2595.347	55.628	990.638	2254.601	1056.869	1074.271	2477.199	173.533	1109.903	2428.79	184.181	1086.196	2481.962	251.991	1132.766	2434.846	262.159	1106.373	2475.28	610.519	1163.521	2421.85	586.888	1118.279	2415.819	702.538	1182.548	2364.592	679.116	1141.216
11.509	2424.796	1009.276	933.794	1855.385	543.164	974.618	1848.945	511.097	933.223	1894.112	516.175	968.178	2371.84	1082.233	902.249	1786.917	331.803	1021.578	1771.175	367.951	919.598	2253.365	1051.312	998.258	1960.04	454.34	914.61	1952.971	495.705	945.376	2038.349	472.506	903.812	2034.981	515.083	936.265	2294.434	601.135	899.512	2255.403	607.154	961.159	2282.903	710.527	885.568	2249.211	716.682	945.256	2413.494	1013.475	1144.232	2353.244	35.381	1053.196	2387.877	48.535	1093.901	2366.454	82.969	1053.756	2351.184	1079.826	1175.488	2559.874	45.052	1100.3	2572.734	54.384	990.079	2252.039	1050.51	1074.217	2459.237	170.764	1106.739	2411.111	183.255	1083.342	2466.533	248.528	1129.726	2419.974	260.745	1103.627	2472.029	605.581	1162.773	2418.354	582.803	1117.284	2413.023	698.151	1181.563	2361.905	675.06	1139.91
11.516	2422.944	1003.805	934.01	1871.22	548.292	973.218	1865.297	516.636	931.204	1909.288	520.08	968.089	2369.912	1076.078	901.866	1798.575	337.526	1017.395	1785.969	374.498	915.175	2250.977	1044.762	998.554	1974.751	457.794	913.297	1968.803	499.171	944.213	2053.426	473.82	902.641	2051.422	516.368	934.934	2304.021	594.464	898.676	2264.001	598.771	959.906	2288.795	702.873	884.863	2254.664	707.826	944.318	2411.065	1008.012	1144.676	2329.253	35.17	1051.725	2364.244	48.83	1092.37	2342.747	82.504	1051.778	2349.57	1073.55	1175.605	2536.325	45.059	1098.955	2549.522	53.708	989.609	2249.143	1044.861	1074.529	2439.386	168.058	1103.526	2392.175	183.029	1079.718	2450.349	245.335	1126.822	2404.793	259.859	1100.324	2466.604	601.335	1161.302	2412.846	579.924	1115.171	2408.804	694.465	1180.337	2357.5	672.247	1138.012
11.523	2420.842	998.577	934.253	1885.496	552.351	971.56	1880.561	520.971	929.336	1923.662	524.263	967.233	2367.988	1070.149	901.468	1812.61	341.138	1013.683	1802.39	378.428	910.912	2247.664	1038.988	999.121	1990.096	461.0	912.535	1985.137	502.282	943.27	2069.218	475.158	901.499	2068.193	517.254	935.004	2313.754	588.228	897.322	2272.996	590.83	958.001	2294.98	695.985	883.92	2259.928	699.727	942.989	2408.593	1003.022	1144.755	2305.839	35.294	1050.332	2340.774	49.385	1090.689	2319.238	82.825	1049.592	2347.927	1067.906	1175.751	2512.387	45.485	1097.571	2526.229	52.658	987.84	2245.86	1040.035	1074.749	2419.26	166.302	1100.708	2372.585	183.373	1076.9	2433.157	243.109	1124.515	2388.423	259.555	1098.016	2459.853	597.854	1159.246	2406.565	577.087	1112.934	2403.562	691.015	1179.278	2352.25	669.759	1136.555
11.529	2418.355	993.995	934.677	1898.674	555.244	969.98	1895.216	523.901	927.439	1937.549	527.838	966.288	2365.916	1064.631	901.278	1829.198	342.445	1009.956	1820.139	380.058	907.141	2244.506	1034.254	999.271	2005.768	463.866	910.736	2001.996	504.679	942.251	2085.471	476.171	900.282	2085.146	518.45	933.807	2323.915	583.067	895.354	2282.333	583.856	955.459	2301.645	690.329	882.49	2265.652	692.407	941.029	2405.885	999.344	1145.2	2282.418	35.578	1048.987	2317.398	49.945	1089.567	2296.098	83.057	1047.882	2346.222	1063.137	1176.127	2488.854	45.586	1096.49	2502.974	51.819	987.089	2242.713	1036.435	1074.532	2399.982	165.539	1098.976	2353.584	184.266	1075.892	2417.076	241.914	1122.35	2372.254	259.795	1096.821	2453.111	594.043	1157.384	2399.748	574.409	1110.671	2398.057	687.724	1178.212	2346.345	667.382	1135.659
11.536	2415.596	989.98	934.892	1911.316	556.783	968.0	1909.524	525.428	925.579	1950.978	530.624	965.256	2363.373	1059.74	900.993	1847.492	341.73	1006.526	1839.115	379.437	903.989	2241.69	1031.025	998.71	2022.84	465.145	910.163	2019.027	506.426	941.089	2102.166	476.962	899.17	2102.201	518.735	933.508	2334.659	579.145	892.985	2292.203	578.125	952.712	2308.966	685.789	880.711	2272.038	686.136	938.85	2403.052	996.704	1145.298	2259.028	35.819	1048.45	2294.114	50.394	1088.872	2272.881	83.203	1046.969	2344.268	1059.458	1176.611	2465.674	45.844	1096.009	2479.504	51.839	986.094	2239.973	1034.457	1073.794	2380.389	164.736	1097.698	2334.042	185.127	1075.474	2400.369	240.226	1120.907	2355.78	259.845	1096.228	2445.625	590.325	1156.645	2392.035	571.642	1109.679	2392.024	684.82	1177.659	2339.636	665.235	1135.337
11.543	2412.717	986.783	935.107	1923.495	556.738	965.385	1923.917	525.369	924.65	1964.197	532.305	964.184	2360.228	1055.834	900.577	1866.795	340.154	1004.533	1859.311	376.835	902.314	2239.078	1028.951	997.886	2039.303	466.352	908.727	2035.87	507.563	940.03	2118.69	477.609	897.979	2119.415	519.122	932.386	2346.276	576.745	890.189	2303.116	573.632	949.195	2316.886	682.504	878.764	2278.597	680.762	936.321	2400.268	994.777	1145.353	2235.681	36.189	1048.343	2270.853	50.654	1088.636	2249.746	83.508	1046.589	2341.762	1057.066	1176.851	2441.972	45.721	1095.762	2456.312	51.149	986.15	2237.59	1033.431	1072.976	2360.321	164.009	1097.877	2314.65	185.643	1075.58	2383.229	238.365	1120.338	2338.971	259.596	1096.276	2437.414	586.983	1156.603	2383.116	568.782	1110.027	2385.084	682.213	1177.673	2332.433	663.223	1135.467
11.549	2409.777	984.3	935.205	1935.559	555.216	963.098	1938.026	523.872	922.89	1977.162	532.667	963.039	2357.364	1053.478	900.294	1887.012	337.138	1003.025	1879.698	372.947	899.698	2236.561	1027.783	997.127	2056.045	466.71	907.873	2052.323	507.827	939.19	2135.409	477.928	897.201	2135.915	519.484	931.77	2359.625	576.613	887.328	2314.931	570.376	945.384	2325.158	680.608	876.465	2286.391	676.721	933.094	2397.488	993.065	1145.428	2212.349	36.693	1048.376	2247.594	51.078	1088.646	2226.671	84.046	1046.627	2338.37	1055.782	1176.625	2418.232	45.624	1095.807	2432.591	50.607	986.124	2235.263	1032.944	1072.383	2340.66	162.867	1097.397	2295.196	186.264	1076.097	2365.733	236.597	1120.692	2321.67	259.178	1098.872	2428.694	583.435	1156.692	2373.656	566.083	1110.498	2377.87	679.775	1177.802	2324.701	661.385	1135.777
11.556	2407.059	982.601	935.305	1947.352	552.703	961.288	1951.769	520.85	921.304	1989.617	531.737	962.188	2354.113	1052.092	899.934	1908.007	332.4	1001.567	1901.365	366.962	898.252	2234.089	1027.349	996.707	2072.35	466.388	907.24	2068.004	507.832	938.474	2151.811	478.126	896.904	2151.763	519.68	931.268	2372.844	577.946	884.777	2326.714	568.728	941.298	2333.842	680.165	874.061	2293.872	673.786	929.426	2394.982	991.743	1145.563	2189.055	37.41	1048.554	2224.332	51.709	1088.747	2203.501	84.7	1046.898	2336.518	1056.193	1176.112	2394.942	45.194	1095.65	2409.119	50.39	986.243	2233.062	1032.844	1072.069	2321.115	162.547	1096.72	2275.322	187.148	1077.231	2347.785	235.33	1121.063	2303.986	259.083	1099.93	2419.244	580.218	1157.186	2363.833	563.736	1111.106	2370.308	677.521	1177.959	2316.794	660.297	1135.819
11.563	2404.62	981.771	935.412	1958.776	547.868	959.899	1964.951	516.543	920.094	2001.989	529.1	962.422	2351.501	1051.628	899.842	1929.578	326.189	1000.315	1922.968	360.043	896.837	2231.86	1027.601	996.653	2088.349	465.303	906.762	2083.455	506.056	938.875	2167.549	478.376	896.605	2166.97	519.794	931.059	2385.776	581.009	882.126	2339.346	568.761	937.342	2343.318	682.13	872.117	2301.511	672.174	925.389	2392.1	990.463	1145.513	2165.648	38.39	1048.684	2200.918	52.53	1088.906	2180.346	85.581	1047.039	2333.93	1056.388	1175.819	2371.409	45.117	1095.692	2385.586	50.213	986.575	2230.837	1033.065	1071.986	2300.787	162.589	1096.457	2255.141	188.312	1077.521	2328.783	234.393	1121.688	2285.634	259.213	1100.525	2409.242	577.264	1157.824	2353.758	562.042	1111.508	2362.395	675.452	1178.342	2308.802	659.55	1135.721
11.569	2402.536	981.75	935.71	1969.48	541.421	959.963	1978.501	510.26	919.265	2013.522	524.826	962.206	2349.002	1052.272	899.894	1951.667	318.641	999.375	1945.188	351.849	895.715	2229.948	1028.39	996.773	2104.121	463.353	906.722	2098.677	504.062	938.312	2183.03	478.215	896.411	2181.578	519.71	930.481	2398.225	585.379	879.903	2351.431	570.235	933.81	2351.787	684.923	869.89	2308.763	671.908	921.695	2390.002	989.549	1145.516	2142.18	39.867	1048.637	2177.582	53.544	1088.879	2157.381	86.833	1047.079	2332.103	1057.075	1175.442	2347.633	44.862	1095.762	2362.026	49.96	986.716	2228.288	1033.569	1072.087	2279.524	163.076	1096.851	2234.49	189.702	1077.683	2309.152	233.928	1122.078	2266.378	259.797	1101.134	2398.505	574.78	1158.564	2342.815	560.859	1111.967	2354.015	673.895	1178.737	2300.123	659.476	1135.826
11.576	2400.783	982.7	936.099	1979.017	533.376	959.426	1991.542	502.668	919.463	2024.56	519.183	962.375	2346.964	1053.519	900.067	1974.255	309.933	998.689	1967.796	342.789	894.866	2228.168	1029.871	997.08	2119.611	460.621	906.682	2113.068	501.278	938.41	2197.988	477.693	896.361	2195.455	519.111	930.462	2409.456	591.396	877.477	2362.909	573.302	930.806	2359.753	688.417	867.735	2315.787	672.855	918.174	2388.048	989.08	1145.558	2118.869	41.611	1048.273	2154.156	54.929	1088.682	2134.384	88.519	1046.786	2330.4	1057.566	1175.59	2323.76	44.821	1095.813	2338.48	49.824	986.901	2227.475	1034.438	1072.405	2257.863	163.977	1097.167	2213.549	191.474	1077.703	2289.33	234.076	1122.123	2247.655	261.281	1099.448	2386.831	572.816	1159.441	2331.104	560.133	1112.667	2344.551	673.271	1179.301	2290.783	659.955	1136.041
11.583	2399.555	984.514	936.624	1989.26	523.443	959.681	2004.094	493.929	919.775	2035.327	511.95	963.131	2345.222	1055.329	900.468	1997.287	300.258	998.228	1990.591	333.066	894.282	2226.931	1031.808	997.37	2134.64	457.311	907.033	2127.002	497.764	938.726	2212.566	476.805	896.635	2208.676	518.345	930.427	2421.821	597.74	876.363	2373.932	577.627	928.448	2367.044	692.967	866.014	2322.674	674.939	915.546	2385.994	988.968	1146.04	2095.53	43.993	1047.573	2130.792	56.812	1088.214	2111.64	90.704	1046.383	2328.867	1058.353	1175.789	2299.623	44.762	1095.647	2314.935	49.766	986.936	2226.042	1035.795	1072.638	2234.499	164.81	1098.015	2192.426	193.666	1077.453	2268.684	234.572	1122.388	2227.833	262.673	1099.281	2374.404	571.303	1160.255	2318.306	559.99	1113.423	2334.695	672.943	1179.806	2280.853	661.014	1136.316
11.589	2398.725	987.002	937.295	1999.526	512.183	960.381	2016.466	484.365	920.165	2046.009	503.41	964.259	2344.176	1057.571	901.036	2021.053	289.646	997.813	2013.427	322.755	894.05	2225.875	1034.276	997.711	2149.914	453.373	908.139	2140.336	493.896	938.841	2226.688	475.441	897.323	2221.165	517.034	930.634	2432.234	605.16	875.911	2384.666	582.681	926.783	2373.902	698.02	864.901	2329.604	677.991	913.993	2384.117	989.369	1146.657	2072.355	47.015	1046.987	2107.631	59.352	1088.173	2089.132	93.507	1045.963	2327.468	1059.367	1176.174	2275.792	43.381	1094.373	2291.324	49.68	986.859	2225.017	1037.663	1072.888	2212.561	166.58	1097.793	2171.179	196.124	1076.832	2247.793	235.735	1122.253	2207.681	264.458	1098.754	2361.275	570.445	1160.926	2304.695	560.566	1114.335	2324.571	673.289	1180.107	2270.488	662.867	1136.554
