Time	Hip_Z_1	Hip_X_1	Hip_Y_1	Knee_Z_1	Knee_X_1	Knee_Y_1	Ankle_Z_1	Ankle_X_1	Ankle_Y_1	Hip_Z_2	Hip_X_2	Hip_Y_2	Knee_Z_2	Knee_X_2	Knee_Y_2	Ankle_Z_2	Ankle_X_2	Ankle_Y_2	Hip_Z_3	Hip_X_3	Hip_Y_3	Knee_Z_3	Knee_X_3	Knee_Y_3	Ankle_Z_3	Ankle_X_3	Ankle_Y_3	Hip_Z_4	Hip_X_4	Hip_Y_4	Knee_Z_4	Knee_X_4	Knee_Y_4	Ankle_Z_4	Ankle_X_4	Ankle_Y_4	Hip_Z_5	Hip_X_5	Hip_Y_5	Knee_Z_5	Knee_X_5	Knee_Y_5	Ankle_Z_5	Ankle_X_5	Ankle_Y_5	Hip_Z_6	Hip_X_6	Hip_Y_6	Knee_Z_6	Knee_X_6	Knee_Y_6	Ankle_Z_6	Ankle_X_6	Ankle_Y_6	Hip_Z_7	Hip_X_7	Hip_Y_7	Knee_Z_7	Knee_X_7	Knee_Y_7	Ankle_Z_7	Ankle_X_7	Ankle_Y_7	Hip_Z_8	Hip_X_8	Hip_Y_8	Knee_Z_8	Knee_X_8	Knee_Y_8	Ankle_Z_8	Ankle_X_8	Ankle_Y_8	Hip_Z_9	Hip_X_9	Hip_Y_9	Knee_Z_9	Knee_X_9	Knee_Y_9	Ankle_Z_9	Ankle_X_9	Ankle_Y_9	Hip_Z_10	Hip_X_10	Hip_Y_10	Knee_Z_10	Knee_X_10	Knee_Y_10	Ankle_Z_10	Ankle_X_10	Ankle_Y_10	Hip_Z_11	Hip_X_11	Hip_Y_11	Knee_Z_11	Knee_X_11	Knee_Y_11	Ankle_Z_11	Ankle_X_11	Ankle_Y_11	Hip_Z_12	Hip_X_12	Hip_Y_12	Knee_Z_12	Knee_X_12	Knee_Y_12	Ankle_Z_12	Ankle_X_12	Ankle_Y_12	Hip_Z_13	Hip_X_13	Hip_Y_13	Knee_Z_13	Knee_X_13	Knee_Y_13	Ankle_Z_13	Ankle_X_13	Ankle_Y_13	Hip_Z_14	Hip_X_14	Hip_Y_14	Knee_Z_14	Knee_X_14	Knee_Y_14	Ankle_Z_14	Ankle_X_14	Ankle_Y_14	Hip_Z_15	Hip_X_15	Hip_Y_15	Knee_Z_15	Knee_X_15	Knee_Y_15	Ankle_Z_15	Ankle_X_15	Ankle_Y_15	Hip_Z_16	Hip_X_16	Hip_Y_16	Knee_Z_16	Knee_X_16	Knee_Y_16	Ankle_Z_16	Ankle_X_16	Ankle_Y_16	Hip_Z_17	Hip_X_17	Hip_Y_17	Knee_Z_17	Knee_X_17	Knee_Y_17	Ankle_Z_17	Ankle_X_17	Ankle_Y_17	Hip_Z_18	Hip_X_18	Hip_Y_18	Knee_Z_18	Knee_X_18	Knee_Y_18	Ankle_Z_18	Ankle_X_18	Ankle_Y_18	Hip_Z_19	Hip_X_19	Hip_Y_19	Knee_Z_19	Knee_X_19	Knee_Y_19	Ankle_Z_19	Ankle_X_19	Ankle_Y_19	Hip_Z_20	Hip_X_20	Hip_Y_20	Knee_Z_20	Knee_X_20	Knee_Y_20	Ankle_Z_20	Ankle_X_20	Ankle_Y_20
51	10.549051	-3.161575	3.830137	47.174702	13.987058	9.192779	18.500839	-6.88272	-2.964478	11.666188	-3.672554	1.546002	38.647554	12.550066	12.628124	20.951475	-9.60964	-5.291027	12.208351	-2.2673	5.411661	39.180247	12.855563	11.799118	24.210104	-8.245639	-2.27649	11.031445	-4.473023	2.907145	40.324482	13.54613	11.551056	18.162377	-7.356495	-3.858197	11.24634	-4.41786	5.327012	47.397277	16.5783	12.763937	15.012656	-4.566002	-1.08371	11.328869	-2.483245	5.284755	46.345946	16.108556	12.282276	21.655773	-4.823306	-1.537312	8.265113	-4.802103	-1.424165	40.78541	13.444333	12.195502	22.104236	-3.930882	-2.352179	11.088872	-4.136896	3.189288	41.516306	13.055633	10.358056	21.50784	-9.4675	-5.68708	10.568759	-4.886589	0.643744	36.014845	12.343565	13.308275	21.419157	-3.594934	-2.574371	12.89654	-2.294487	4.474189	42.645971	14.851532	11.222966	19.383011	-5.467742	-1.150789	10.855722	-4.088262	3.275383	39.29844	13.455962	12.047141	19.074894	-5.777195	-2.919699	9.410252	-3.373087	3.580294	46.944996	15.195559	10.491836	16.734088	-5.963669	-2.305484	10.244588	-3.477225	4.47113	46.869909	15.243243	10.493581	18.246682	-4.399261	-1.209975	9.06993	-5.89241	0.327908	37.918185	12.543461	14.052652	20.966278	-7.792179	-4.92731	10.251432	-4.176873	4.42853	42.291848	14.523989	11.910757	20.127057	-5.156798	-1.698403	9.191785	-3.593804	3.27192	51.003858	15.961635	10.897796	20.478196	-6.186847	-1.871371	12.721725	-2.902859	4.744018	43.861435	14.172149	10.129968	17.44555	-2.640629	-1.439725	11.700004	-4.495013	3.65645	38.412396	13.305941	11.812022	19.236904	-4.392483	-1.674914	13.391505	-2.05433	6.01579	42.773575	14.124085	11.587204	17.999678	-7.457689	-1.984875	12.549553	-2.317973	5.572355	43.238613	14.928995	10.809408	21.170155	-4.701347	-0.668037
52	9.929554	-2.760834	4.474232	50.974029	14.691999	8.255156	18.220774	-7.102513	-3.095236	11.565617	-3.322967	2.275704	42.243378	13.408959	11.864747	20.223615	-9.712937	-4.898444	11.89021	-1.990124	5.781373	42.692537	13.6056	11.118675	24.10312	-8.758423	-2.055943	10.559104	-4.082302	3.446728	44.245645	14.324297	10.785688	17.574912	-7.347473	-3.499525	10.939439	-3.985648	5.836872	51.226677	17.31249	11.963685	14.718759	-4.69612	-1.389082	10.831001	-2.002704	5.863996	50.470814	16.670039	10.905111	21.479128	-5.197674	-1.537571	7.700167	-4.439919	-1.103413	44.574795	14.235405	11.314878	21.965547	-4.508468	-2.467849	10.596284	-3.760253	3.637983	45.382197	13.68561	9.503145	21.334409	-10.080779	-5.498263	10.16164	-4.571964	1.1114	39.689626	13.31788	12.790198	21.166226	-3.947653	-2.42633	12.463412	-1.683776	5.391625	46.599766	15.688511	9.964809	19.157652	-5.660195	-1.287098	10.378959	-3.626507	3.832316	42.95197	14.244526	11.334785	18.748487	-6.076614	-2.642072	8.811835	-2.87436	4.186337	50.83075	15.848581	9.627026	16.703694	-6.228128	-2.524911	9.786536	-2.96863	5.229354	50.775851	15.950151	9.325265	17.821238	-4.670021	-1.61499	8.548007	-5.348343	1.070426	41.603076	13.332041	13.26037	20.452388	-8.368418	-4.885212	9.54132	-3.672237	5.11162	46.179621	15.253591	10.663266	19.769832	-5.484031	-1.666335	8.739881	-3.117189	4.344736	55.0301	16.864047	9.635246	20.422872	-6.506023	-1.828957	12.200354	-2.516509	5.356205	47.788805	15.102822	9.368284	17.142991	-2.597774	-1.208609	11.015279	-4.188033	4.298219	42.53736	14.186581	10.961021	18.598315	-4.52541	-1.367076	12.849922	-1.449665	6.611509	46.813006	14.966016	10.715974	17.665425	-7.53381	-1.894	11.837612	-1.761008	6.203462	47.48961	15.701558	9.721068	21.081782	-5.17334	-0.614943
53	9.186839	-2.310142	5.101233	54.802708	15.333607	7.245279	17.90061	-7.252052	-3.309249	11.337173	-2.845386	3.115016	45.934992	14.217129	10.869571	19.589577	-9.741238	-4.49788	11.4811	-1.652729	6.172417	46.24292	14.340885	10.395547	23.935233	-9.262835	-2.012638	9.969308	-3.644719	3.953583	48.192151	15.040417	9.947095	17.092176	-7.282847	-3.203097	10.520991	-3.475669	6.371674	55.088026	17.975963	11.035845	14.414506	-4.892334	-1.746193	10.188281	-1.491449	6.358243	54.650805	17.094322	9.458652	21.159281	-5.669381	-1.57836	7.049367	-4.017359	-0.734215	48.412765	14.920748	10.29305	21.829079	-5.153352	-2.624521	10.003872	-3.31633	4.075709	49.278681	14.256197	8.666736	21.115129	-10.625131	-5.370716	9.643238	-4.183598	1.636708	43.425198	14.255046	12.110963	21.000238	-4.386268	-2.402714	11.919698	-0.996812	6.294431	50.60229	16.442124	8.625571	18.895433	-5.833352	-1.520425	9.749693	-3.14237	4.34986	46.665804	15.000778	10.523758	18.388068	-6.342438	-2.47662	8.08175	-2.329376	4.747737	54.736709	16.469135	8.72153	16.689361	-6.530232	-2.855095	9.2087	-2.402959	5.957904	54.7301	16.585072	8.082131	17.375076	-4.976857	-2.080208	7.897139	-4.720987	1.89865	45.346838	14.059326	12.303179	19.965183	-8.871625	-4.857088	8.717722	-3.135195	5.726817	50.092128	15.920339	9.442168	19.314323	-5.820374	-1.828331	8.156281	-2.565819	5.412075	59.081239	17.725531	8.275809	20.242696	-6.756612	-1.963359	11.509778	-2.085703	5.944884	51.780204	16.005244	8.505511	16.822435	-2.611384	-1.071596	10.22881	-3.813643	4.939531	46.672063	15.050458	10.093639	17.969193	-4.687201	-1.245646	12.187911	-0.759035	7.277962	50.876144	15.748934	9.678287	17.328201	-7.537032	-1.962145	11.02947	-1.161258	6.79969	51.764373	16.381223	8.542328	20.913122	-5.622287	-0.741301
54	8.329279	-1.814312	5.64634	58.634375	15.900132	6.209963	17.515805	-7.330796	-3.581039	10.956675	-2.256577	3.996804	49.700854	14.966153	9.687664	19.0426	-9.683472	-4.103815	10.97626	-1.252076	6.564131	49.822674	15.044759	9.630238	23.667345	-9.715057	-2.138069	9.25708	-3.177102	4.385024	52.141395	15.699407	9.063494	16.68318	-7.179302	-2.9793	9.976708	-2.889843	6.892892	58.960826	18.559185	10.003177	14.091799	-5.162826	-2.11373	9.410904	-0.971387	6.710013	58.826852	17.369084	8.009899	20.693208	-6.188518	-1.646034	6.321996	-3.540878	-0.347611	52.271731	15.490021	9.178235	21.612434	-5.849501	-2.785595	9.306568	-2.80194	4.467301	53.181758	14.757898	7.866583	20.807769	-11.05182	-5.315693	9.024088	-3.738416	2.162467	47.202199	15.117913	11.299035	20.854042	-4.863877	-2.462733	11.266212	-0.255981	7.119958	54.616518	17.122301	7.25897	18.577972	-6.002989	-1.82667	8.96487	-2.649517	4.777055	50.415625	15.71433	9.642213	17.989555	-6.549735	-2.419725	7.210246	-1.751352	5.213928	58.64592	17.049222	7.792824	16.643516	-6.861182	-3.264768	8.507212	-1.794675	6.606076	58.69656	17.13969	6.812405	16.894648	-5.343014	-2.528254	7.111623	-4.032047	2.74966	49.141102	14.713776	11.217676	19.464199	-9.247958	-4.860413	7.786054	-2.567083	6.212789	54.013995	16.514825	8.307411	18.729879	-6.152239	-2.15058	7.438937	-1.952154	6.378272	63.131202	18.531669	6.880539	19.881029	-6.909437	-2.262404	10.658108	-1.608046	6.470232	55.806527	16.841224	7.563135	16.470247	-2.690677	-0.9937	9.342387	-3.380161	5.512759	50.784957	15.889754	9.238816	17.34697	-4.858193	-1.292491	11.41202	0.001849	7.962513	54.932132	16.467035	8.513983	16.979217	-7.475988	-2.154634	10.125053	-0.545722	7.286501	56.015689	16.984213	7.333831	20.619791	-6.022057	-1.041225
55	7.367261	-1.275335	6.032669	62.429398	16.385088	5.210088	17.028218	-7.338218	-3.879508	10.396728	-1.583217	4.835366	53.507144	15.645264	8.376706	18.564398	-9.523029	-3.741434	10.359604	-0.787125	6.911912	53.416429	15.690858	8.821391	23.243452	-10.062869	-2.412875	8.421013	-2.695295	4.680139	56.056551	16.310854	8.181894	16.302406	-7.048238	-2.854552	9.288287	-2.236824	7.338021	62.814851	19.056457	8.909502	13.737463	-5.493527	-2.471143	8.513041	-0.461415	6.859178	62.923863	17.498606	6.644482	20.089692	-6.667701	-1.772165	5.518484	-3.01353	0.029252	56.121435	15.943077	8.014194	21.263686	-6.559544	-2.954959	8.50872	-2.22239	4.781088	57.067083	15.193388	7.113927	20.39035	-11.342227	-5.332296	8.311461	-3.24331	2.645262	51.001907	15.878903	10.386521	20.65857	-5.349249	-2.571047	10.487099	0.511491	7.775625	58.587194	17.738599	5.933252	18.177198	-6.175115	-2.185918	8.019388	-2.159368	5.042661	54.159633	16.367827	8.729687	17.552731	-6.652527	-2.493166	6.193298	-1.156518	5.505549	62.527383	17.573609	6.879234	16.495262	-7.198106	-3.711998	7.683871	-1.157002	7.121079	62.63888	17.610667	5.567816	16.374684	-5.764006	-2.922223	6.209968	-3.304981	3.548382	52.959078	15.298616	10.073103	18.913682	-9.475454	-4.911945	6.760444	-1.9691	6.535763	57.925174	17.030322	7.289006	18.021574	-6.465584	-2.587607	6.591516	-1.293905	7.126653	67.133125	19.268896	5.52958	19.291835	-6.92679	-2.710902	9.650064	-1.079436	6.856384	59.828932	17.567122	6.584533	16.062705	-2.838476	-0.95763	8.364148	-2.894199	5.967922	54.854008	16.688898	8.417983	16.723433	-5.022191	-1.471395	10.527305	0.815107	8.60472	58.950905	17.122489	7.275904	16.602585	-7.36703	-2.445887	9.137134	0.065377	7.620141	60.200952	17.536127	6.149131	20.185054	-6.358019	-1.48475
56	6.323009	-0.701265	6.231594	66.15642	16.809338	4.282298	16.418779	-7.284373	-4.178419	9.667045	-0.865684	5.561025	57.310284	16.256495	7.015084	18.120049	-9.257314	-3.431171	9.643222	-0.280652	7.171619	56.995103	16.272593	7.988464	22.657987	-10.287249	-2.778833	7.484786	-2.207675	4.813062	59.908353	16.890631	7.340356	15.900326	-6.895417	-2.836254	8.463808	-1.538614	7.666336	66.62315	19.480357	7.804922	13.342336	-5.841464	-2.82206	7.523522	0.02896	6.803301	66.898075	17.524084	5.405811	19.38025	-7.033063	-1.98771	4.621253	-2.433769	0.36819	59.919485	16.282022	6.841126	20.726768	-7.208711	-3.172297	7.589018	-1.57443	4.950899	60.895303	15.559191	6.435434	19.815611	-11.457346	-5.429798	7.499468	-2.695608	3.037539	54.79857	16.509363	9.408507	20.342649	-5.800306	-2.724522	9.591842	1.270332	8.215725	62.466352	18.31679	4.703269	17.697621	-6.333376	-2.581319	6.955582	-1.674097	5.127367	57.852023	16.963913	7.837029	17.088899	-6.625319	-2.701973	5.054245	-0.556967	5.593644	66.352391	18.040925	6.011925	16.204869	-7.502512	-4.169639	6.728949	-0.501244	7.428273	66.506819	17.989665	4.415088	15.823106	-6.189586	-3.265489	5.191491	-2.55375	4.192207	56.760726	15.811651	8.944587	18.268279	-9.516556	-5.03588	5.63381	-1.336461	6.620486	61.78958	17.43547	6.434888	17.188641	-6.728116	-3.115642	5.631174	-0.614045	7.613723	71.047465	19.94374	4.271335	18.501472	-6.800616	-3.271885	8.530521	-0.512253	7.059266	63.807741	18.185372	5.631314	15.595516	-3.017173	-0.970171	7.282406	-2.349547	6.219864	58.842302	17.416194	7.665045	16.080258	-5.153903	-1.774807	9.527865	1.659578	9.120246	62.889829	17.716099	6.028676	16.167532	-7.224409	-2.81598	8.058275	0.656996	7.750153	64.264171	18.048319	5.031145	19.578378	-6.602436	-2.067687
57	5.181943	-0.095516	6.185541	69.764784	17.196651	3.460281	15.660892	-7.14744	-4.4802	8.735229	-0.137996	6.068745	61.053185	16.796148	5.689451	17.669544	-8.857149	-3.218309	8.814934	0.249909	7.293028	60.519792	16.785904	7.152137	21.89353	-10.347206	-3.220463	6.443417	-1.715232	4.735803	63.653436	17.442554	6.567052	15.414101	-6.713752	-2.943028	7.469351	-0.804674	7.829139	70.342627	19.830948	6.724786	12.882472	-6.144067	-3.186443	6.432727	0.485057	6.515241	70.687735	17.476183	4.337356	18.567181	-7.196985	-2.333292	3.625825	-1.814775	0.656787	63.638852	16.544753	5.686753	20.004697	-7.728886	-3.472844	6.560184	-0.877234	4.964563	64.641045	15.883023	5.830624	19.095124	-11.416494	-5.597335	6.598023	-2.104794	3.32477	58.5654	17.028823	8.407653	19.88795	-6.180042	-2.941578	8.561246	1.989142	8.377174	66.194577	18.874451	3.62354	17.147519	-6.439612	-3.030789	5.780878	-1.191654	5.001337	61.444522	17.506271	7.003354	16.600871	-6.423414	-3.082351	3.777602	0.043988	5.440378	70.075068	18.441849	5.20969	15.721073	-7.703155	-4.643777	5.653619	0.158945	7.522956	70.272251	18.298663	3.3827	15.2557	-6.549748	-3.599553	4.078339	-1.795176	4.615404	60.492643	16.276919	7.902482	17.513287	-9.376105	-5.245164	4.427655	-0.676373	6.481235	65.57655	17.739817	5.72941	16.281684	-6.915781	-3.694702	4.517251	0.065017	7.773491	74.810884	20.555585	3.142822	17.524077	-6.496522	-3.926549	7.311049	0.086325	7.020523	67.698899	18.692909	4.754856	15.062681	-3.177257	-1.076127	6.112142	-1.755942	6.262489	62.73737	18.069491	6.988467	15.403319	-5.234781	-2.171513	8.429794	2.510215	9.478623	66.730372	18.264741	4.817092	15.660058	-7.055727	-3.239632	6.883552	1.217369	7.689981	68.177081	18.541143	3.990523	18.828629	-6.739211	-2.759842
58	3.929272	0.524379	5.938436	73.242687	17.585809	2.713005	14.80454	-6.908732	-4.812973	7.617559	0.570081	6.337906	64.697662	17.297448	4.462848	17.162779	-8.343348	-3.11899	7.860076	0.777789	7.264803	63.950996	17.257261	6.328062	20.980194	-10.225327	-3.732838	5.300995	-1.217856	4.488751	67.285427	17.978122	5.841814	14.820884	-6.495097	-3.155869	6.30126	-0.054201	7.84838	73.956251	20.130609	5.676668	12.352888	-6.347489	-3.584205	5.233324	0.90037	6.059023	74.297401	17.421495	3.401253	17.687581	-7.162821	-2.800307	2.487768	-1.169257	0.863105	67.231291	16.760518	4.580655	19.07844	-8.014864	-3.912547	5.399207	-0.135001	4.811455	68.270349	16.187054	5.29086	18.222212	-11.205435	-5.845581	5.582323	-1.47556	3.482202	62.266015	17.44892	7.403473	19.252188	-6.433429	-3.273057	7.377009	2.642545	8.269286	69.738145	19.437249	2.69953	16.556408	-6.456738	-3.558357	4.495159	-0.710353	4.6946	64.908789	18.02374	6.237267	16.091821	-6.040363	-3.639625	2.368739	0.646058	5.117519	73.678061	18.791841	4.447403	15.079163	-7.75631	-5.156856	4.415372	0.811504	7.385006	73.887079	18.557903	2.4942	14.665026	-6.765112	-3.969511	2.877492	-1.04025	4.796423	64.111125	16.720618	6.977307	16.659732	-9.059728	-5.551368	3.133299	0.007628	6.11457	69.240621	17.946403	5.169168	15.337622	-6.988507	-4.317029	3.222263	0.717711	7.683619	78.410139	21.124802	2.101819	16.448586	-6.050159	-4.622882	5.994319	0.702766	6.75586	71.471258	19.117955	3.963565	14.465495	-3.267553	-1.321134	4.831574	-1.111029	6.078797	66.513744	18.640699	6.394527	14.675803	-5.240613	-2.657925	7.210703	3.345419	9.643229	70.43156	18.77941	3.665527	15.056903	-6.84026	-3.724864	5.591598	1.736198	7.466058	71.926345	19.03139	3.019236	17.976888	-6.76101	-3.538676
59	2.512307	1.140951	5.530712	76.568728	18.005936	1.997053	13.883722	-6.546281	-5.201857	6.289166	1.242133	6.35173	68.208421	17.792676	3.367483	16.551378	-7.733287	-3.149099	6.755925	1.281248	7.106034	67.265849	17.723478	5.514965	19.97122	-9.931527	-4.319181	4.019815	-0.713574	4.111494	70.788469	18.508783	5.129313	14.117163	-6.22104	-3.490612	4.911276	0.696083	7.735132	77.437316	20.386527	4.656492	11.750719	-6.403537	-4.031035	3.876795	1.267799	5.489	77.716806	17.416568	2.552696	16.770034	-6.944142	-3.389738	1.177919	-0.52614	0.974989	70.686044	16.978389	3.536548	18.015138	-8.042198	-4.49683	4.069939	0.639198	4.537987	71.76306	16.504174	4.764524	17.227136	-10.834777	-6.183453	4.444174	-0.830926	3.539378	65.883893	17.822863	6.395212	18.457048	-6.55072	-3.736174	6.012865	3.218595	7.949153	73.094475	20.025683	1.895002	15.948095	-6.376031	-4.173921	3.08289	-0.230826	4.260783	68.239103	18.545845	5.521479	15.559764	-5.50837	-4.345403	0.790234	1.24529	4.682261	77.12926	19.094369	3.696122	14.310777	-7.622207	-5.731063	2.996686	1.44761	7.092837	77.349419	18.809736	1.699917	14.038165	-6.818983	-4.404771	1.559994	-0.30475	4.724699	67.5613	17.175144	6.17453	15.741594	-8.563229	-5.976891	1.723983	0.700981	5.582005	72.744541	18.087298	4.701722	14.401309	-6.922705	-4.971467	1.689482	1.319267	7.404167	81.81594	21.657562	1.103036	15.338149	-5.494361	-5.324516	4.560587	1.323691	6.326474	75.113288	19.498829	3.224405	13.808703	-3.270022	-1.728614	3.399239	-0.423373	5.709103	70.159776	19.138849	5.85698	13.895765	-5.158452	-3.217968	5.859022	4.145962	9.663406	73.993567	19.282074	2.550924	14.370154	-6.56674	-4.263017	4.119801	2.199176	7.113651	75.486653	19.526858	2.096176	17.074428	-6.659991	-4.381088
60	0.870966	1.728436	5.041148	79.731256	18.484172	1.252131	12.934155	-6.070104	-5.660645	4.722236	1.868362	6.146417	71.566152	18.324724	2.392662	15.818259	-7.060388	-3.320727	5.425439	1.731489	6.827888	70.422392	18.232702	4.700388	18.928264	-9.477621	-4.99158	2.542888	-0.204639	3.676166	74.153502	19.042986	4.378681	13.33863	-5.879165	-3.959441	3.248671	1.421606	7.528002	80.764486	20.607131	3.647855	11.091429	-6.294127	-4.528501	2.297699	1.588949	4.900349	80.954051	17.504311	1.706558	15.860808	-6.600528	-4.081753	-0.372779	0.090615	0.990086	73.982488	17.234085	2.557582	16.873456	-7.791286	-5.227179	2.540029	1.425774	4.211245	75.119067	16.856939	4.195657	16.166744	-10.33851	-6.610462	3.14565	-0.192921	3.513655	69.395639	18.186435	5.371808	17.526064	-6.520404	-4.349771	4.386815	3.692161	7.476604	76.236765	20.660045	1.161052	15.339015	-6.195087	-4.889984	1.487373	0.245021	3.744983	71.403624	19.100448	4.83897	14.989606	-4.873176	-5.160582	-1.0016	1.828026	4.222659	80.399586	19.346366	2.915781	13.475848	-7.300218	-6.362321	1.353233	2.058477	6.705785	80.637234	19.082251	0.956279	13.366898	-6.701806	-4.920995	0.099853	0.400696	4.481413	70.843958	17.659261	5.44139	14.823303	-7.94091	-6.504253	0.16618	1.38489	4.971732	76.079308	18.19999	4.25945	13.498838	-6.737137	-5.642004	-0.115734	1.844772	7.028888	85.007026	22.151227	0.093801	14.265944	-4.89579	-5.992711	2.933881	1.928238	5.799526	78.588497	19.869342	2.480132	13.092429	-3.177173	-2.334351	1.778341	0.289375	5.224295	73.678013	19.583906	5.336158	13.084051	-4.995192	-3.839249	4.322872	4.885888	9.582362	77.40063	19.77836	1.43653	13.603519	-6.234608	-4.837008	2.441624	2.60596	6.706215	78.878274	20.017741	1.188227	16.181797	-6.464023	-5.245439
61	-1.011399	2.264256	4.54416	82.733979	19.024615	0.437251	11.979702	-5.511627	-6.181817	2.907823	2.445213	5.798049	74.776666	18.915546	1.490085	14.997833	-6.351634	-3.634992	3.854176	2.119517	6.480611	73.429755	18.806978	3.866731	17.917242	-8.946136	-5.724805	0.836501	0.297945	3.242969	77.37972	19.576354	3.562112	12.535162	-5.475758	-4.545588	1.308945	2.101079	7.280956	83.930891	20.800974	2.630793	10.401027	-6.047234	-5.061421	0.467657	1.868677	4.369938	84.026028	17.687077	0.79818	14.997689	-6.196706	-4.843509	-2.220435	0.658496	0.935367	77.104016	17.549336	1.632709	15.746536	-7.30128	-6.067893	0.718252	2.191668	3.894206	78.298296	17.275118	3.517715	15.107802	-9.744277	-7.140891	1.645524	0.409156	3.421712	72.778746	18.560423	4.330505	16.52901	-6.357708	-5.096916	2.504511	4.067508	6.960968	79.199702	21.329028	0.424537	14.736882	-5.954435	-5.671078	-0.294411	0.712445	3.208416	74.40959	19.691323	4.172106	14.385911	-4.21181	-6.011716	-3.010914	2.37401	3.807838	83.475906	19.543803	2.085519	12.624435	-6.833142	-7.018137	-0.540619	2.628816	6.294494	83.73159	19.393279	0.214589	12.663347	-6.439249	-5.507275	-1.562388	1.062171	4.125082	73.934449	18.174648	4.735443	13.955192	-7.237066	-7.114945	-1.621932	2.027903	4.367304	79.194275	18.316623	3.778587	12.668598	-6.449724	-6.315423	-2.170377	2.281117	6.622369	87.979766	22.59284	-0.936655	13.272539	-4.313997	-6.601972	1.082022	2.493863	5.273147	81.904003	20.244068	1.673673	12.340833	-3.026374	-3.089308	-0.120064	1.002196	4.696333	77.031214	19.983091	4.780838	12.276738	-4.747957	-4.532079	2.546544	5.529145	9.455466	80.639857	20.258989	0.288791	12.775604	-5.864986	-5.412621	0.509704	2.943415	6.293689	82.075923	20.485702	0.283067	15.334276	-6.18873	-6.091357
62	-3.181475	2.699218	4.099837	85.523134	19.62529	-0.480391	11.043914	-4.882309	-6.752593	0.779611	2.946342	5.372791	77.801365	19.575253	0.611293	14.138448	-5.618604	-4.109242	2.00657	2.430116	6.092273	76.26441	19.454994	2.998779	16.980675	-8.395614	-6.502516	-1.182445	0.764145	2.864617	80.412103	20.097024	2.654488	11.76091	-5.009242	-5.242094	-0.954308	2.692588	7.054611	86.870947	20.96774	1.584184	9.716501	-5.673917	-5.619427	-1.677433	2.091331	3.964035	86.88389	17.971326	-0.219025	14.224308	-5.78063	-5.649592	-4.35076	1.16486	0.837699	80.035079	17.9195	0.761056	14.710767	-6.652959	-6.959844	-1.377092	2.898206	3.632467	81.300762	17.756825	2.718691	14.116864	-9.106764	-7.751448	-0.068513	0.955247	3.271304	76.018045	18.93925	3.287939	15.538185	-6.10131	-5.928555	0.350771	4.325971	6.464593	81.964626	22.014782	-0.350593	14.147923	-5.67438	-6.489731	-2.291158	1.159015	2.690376	77.221028	20.311972	3.51952	13.763683	-3.561465	-6.859344	-5.269199	2.834395	3.498243	86.277098	19.668623	1.198885	11.797282	-6.250232	-7.648429	-2.666185	3.138744	5.897533	86.624478	19.74238	-0.543334	11.954863	-6.073378	-6.134616	-3.467402	1.660123	3.735392	76.809772	18.704863	4.019363	13.168053	-6.529579	-7.755323	-3.629183	2.6063	3.823991	82.098125	18.4529	3.238104	11.92626	-6.110777	-6.980376	-4.477272	2.592821	6.214455	90.656614	22.941279	-1.956054	12.398678	-3.801858	-7.113014	-1.050084	2.987743	4.810228	85.021587	20.613078	0.773271	11.574601	-2.83761	-3.961877	-2.280232	1.67879	4.209948	80.217323	20.342135	4.153665	11.515417	-4.436363	-5.282602	0.519609	6.048025	9.312768	83.703546	20.707672	-0.889416	11.91785	-5.479952	-5.962205	-1.678899	3.200003	5.93135	85.045582	20.905664	-0.619786	14.547355	-5.862196	-6.866109
